type,study,series,date_numeric,censored,d_x,date_yday,value
seasonal,Study 5,Study 5.a,84,none,0.8571428571428571,0.3095890410958904,3.9743087683831875
seasonal,Study 5,Study 5.a,91,none,1,0.3287671232876712,3.088521265414142
seasonal,Study 5,Study 5.a,98,none,1,0.34794520547945207,2.304086319288262
seasonal,Study 5,Study 5.a,106,none,1.1428571428571428,0.3698630136986301,3.4163540636229492
seasonal,Study 5,Study 5.a,112,none,0.8571428571428571,0.3863013698630137,3.614861048586289
seasonal,Study 5,Study 5.a,120,none,1.1428571428571428,0.40821917808219177,13.975032108950074
seasonal,Study 5,Study 5.a,127,none,1,0.4273972602739726,6.685054183198295
seasonal,Study 5,Study 5.a,134,none,1,0.4465753424657534,6.441023487041348
seasonal,Study 5,Study 5.a,140,none,0.8571428571428571,0.46301369863013697,6.883294416686221
seasonal,Study 5,Study 5.a,148,none,1.1428571428571428,0.4849315068493151,7.340000946048968
seasonal,Study 5,Study 5.a,154,none,0.8571428571428571,0.5013698630136987,15.405229686330586
seasonal,Study 5,Study 5.a,161,none,1,0.5205479452054794,8.270506895916887
seasonal,Study 5,Study 5.a,168,none,1,0.5397260273972603,7.258047002907755
seasonal,Study 5,Study 5.a,175,none,1,0.5589041095890411,8.30726234739335
seasonal,Study 5,Study 5.a,182,none,1,0.5780821917808219,8.79863633069959
seasonal,Study 5,Study 5.a,190,none,1.1428571428571428,0.6,18.680192041048976
seasonal,Study 5,Study 5.a,196,none,0.8571428571428571,0.6164383561643836,12.238269312398197
seasonal,Study 5,Study 5.a,203,none,1,0.6356164383561644,15.077906963496028
seasonal,Study 5,Study 5.a,210,none,1,0.6547945205479452,3.3591210161859046
seasonal,Study 5,Study 5.a,217,none,1,0.673972602739726,8.962485808740142
seasonal,Study 5,Study 5.a,225,none,1.1428571428571428,0.6958904109589041,8.07167948485758
seasonal,Study 5,Study 5.a,231,none,0.8571428571428571,0.7123287671232876,20.263543803477493
seasonal,Study 5,Study 5.a,238,none,1,0.7315068493150685,14.611804018115873
seasonal,Study 5,Study 5.a,245,none,1,0.7506849315068493,9.472127581190653
seasonal,Study 5,Study 5.a,252,none,1,0.7698630136986301,7.413172425985514
seasonal,Study 5,Study 5.a,260,left,1.1428571428571428,0.7917808219178082,0.2
seasonal,Study 5,Study 5.a,266,none,0.8571428571428571,0.8082191780821918,2.941369450812882
seasonal,Study 5,Study 5.a,274,none,1.1428571428571428,0.8301369863013699,5.7809195760038605
seasonal,Study 5,Study 5.a,281,none,1,0.8493150684931506,8.862856820827345
seasonal,Study 5,Study 5.a,287,none,0.8571428571428571,0.8657534246575342,3.583956246339437
seasonal,Study 5,Study 5.a,295,none,1.1428571428571428,0.8876712328767123,4.67162785415659
seasonal,Study 5,Study 5.a,301,none,0.8571428571428571,0.9041095890410958,5.056698153974624
seasonal,Study 5,Study 5.a,309,none,1.1428571428571428,0.926027397260274,4.312457515720922
seasonal,Study 5,Study 5.a,322,none,1.8571428571428572,0.9616438356164384,6.620685674040038
seasonal,Study 5,Study 5.a,337,left,2.142857142857143,0.00273224043715847,0.2
seasonal,Study 5,Study 5.a,343,left,0.8571428571428571,0.01912568306010929,0.2
seasonal,Study 5,Study 5.a,351,none,1.1428571428571428,0.04098360655737704,5.749773382126726
seasonal,Study 5,Study 5.a,357,none,0.8571428571428571,0.05737704918032787,5.662087481983816
seasonal,Study 5,Study 5.a,365,none,1.1428571428571428,0.07923497267759563,4.341774369867715
seasonal,Study 5,Study 5.a,371,none,0.8571428571428571,0.09562841530054644,4.7907498490931415
seasonal,Study 5,Study 5.a,378,none,1,0.11475409836065574,2.5162773364582103
seasonal,Study 5,Study 5.a,385,none,1,0.13387978142076504,24.485383517306314
seasonal,Study 5,Study 5.a,392,none,1,0.15300546448087432,4.865427356661239
seasonal,Study 5,Study 5.a,406,none,2,0.1912568306010929,2.9293437371212767
seasonal,Study 5,Study 5.a,413,none,1,0.2103825136612022,1.6837832489084763
seasonal,Study 5,Study 5.a,421,none,1.1428571428571428,0.23224043715846995,2.5516820518216052
seasonal,Study 5,Study 5.a,428,none,1,0.25136612021857924,3.044914544565108
seasonal,Study 5,Study 5.a,435,none,1,0.27049180327868855,2.769583807637898
seasonal,Study 5,Study 5.a,442,none,1,0.2896174863387978,3.5654302071093324
seasonal,Study 5,Study 5.a,449,none,1,0.3087431693989071,2.734021817289605
seasonal,Study 5,Study 5.a,455,none,0.8571428571428571,0.3251366120218579,3.9074390226123543
seasonal,Study 5,Study 5.a,462,none,1,0.3442622950819672,3.4829216273290298
seasonal,Study 5,Study 5.a,469,none,1,0.3633879781420765,4.115486115351072
seasonal,Study 5,Study 5.a,477,none,1.1428571428571428,0.38524590163934425,4.159627285159758
seasonal,Study 5,Study 5.a,483,none,0.8571428571428571,0.4016393442622951,4.647394631937701
seasonal,Study 5,Study 5.a,490,none,1,0.4207650273224044,3.4766352150403383
seasonal,Study 5,Study 5.a,497,none,1,0.4398907103825137,7.476859204234259
seasonal,Study 5,Study 5.a,504,none,1,0.45901639344262296,6.633244225171138
seasonal,Study 5,Study 5.a,511,none,1,0.4781420765027322,29.161758032528795
seasonal,Study 5,Study 5.a,518,none,1,0.4972677595628415,12.132431643124201
seasonal,Study 5,Study 5.a,525,none,1,0.5163934426229508,7.247894433283662
seasonal,Study 5,Study 5.a,532,none,1,0.5355191256830601,9.341472816163884
seasonal,Study 5,Study 5.a,539,none,1,0.5546448087431693,10.55836226445678
seasonal,Study 5,Study 5.a,546,none,1,0.5737704918032787,10.587002123857786
seasonal,Study 5,Study 5.a,553,none,1,0.592896174863388,0.7192780089022583
seasonal,Study 5,Study 5.a,560,none,1,0.6120218579234973,10.76303121239856
seasonal,Study 5,Study 5.a,567,none,1,0.6311475409836066,8.04375429330641
seasonal,Study 5,Study 5.a,575,none,1.1428571428571428,0.6530054644808743,57.34041694505893
seasonal,Study 5,Study 5.a,581,none,0.8571428571428571,0.6693989071038251,7.818796436450787
seasonal,Study 5,Study 5.a,589,none,1.1428571428571428,0.6912568306010929,6.969663334916962
seasonal,Study 5,Study 5.a,595,none,0.8571428571428571,0.7076502732240437,7.793905198859211
seasonal,Study 5,Study 5.a,602,none,1,0.726775956284153,4.229862020357559
seasonal,Study 5,Study 5.a,609,none,1,0.7459016393442623,4.628910128113246
seasonal,Study 5,Study 5.a,616,none,1,0.7650273224043715,4.273437704376686
seasonal,Study 5,Study 5.a,623,none,1,0.7841530054644809,4.028709001206993
seasonal,Study 5,Study 5.a,630,none,1,0.8032786885245902,3.0552977745355894
seasonal,Study 5,Study 5.a,645,none,2.142857142857143,0.8442622950819673,2.381768666206538
seasonal,Study 5,Study 5.a,651,none,0.8571428571428571,0.860655737704918,2.422982167871659
seasonal,Study 5,Study 5.a,657,none,0.8571428571428571,0.8770491803278688,2.169704061077154
seasonal,Study 5,Study 5.a,666,none,1.2857142857142858,0.9016393442622952,0.7972215360695877
seasonal,Study 5,Study 5.a,672,none,0.8571428571428571,0.918032786885246,1.48972160414088
seasonal,Study 5,Study 5.a,680,none,1.1428571428571428,0.9398907103825136,1.8630498045679378
seasonal,Study 5,Study 5.a,686,none,0.8571428571428571,0.9562841530054644,2.020902497743498
seasonal,Study 5,Study 5.a,707,none,3,0.0136986301369863,2.060110990395151
seasonal,Study 5,Study 5.a,715,none,1.1428571428571428,0.03561643835616438,2.261360931022218
seasonal,Study 5,Study 5.a,721,none,0.8571428571428571,0.05205479452054794,2.5127160276399754
seasonal,Study 5,Study 5.a,728,none,1,0.07123287671232877,1.471643082102874
seasonal,Study 5,Study 5.a,735,none,1,0.0904109589041096,1.264046493526174
seasonal,Study 5,Study 5.a,742,none,1,0.1095890410958904,2.223487895318504
seasonal,Study 5,Study 5.a,750,none,1.1428571428571428,0.13150684931506848,1.175219759992807
seasonal,Study 5,Study 5.a,756,none,0.8571428571428571,0.14794520547945206,1.3120771984755408
seasonal,Study 5,Study 5.a,770,none,2,0.1863013698630137,0.5740192393681194
seasonal,Study 5,Study 5.a,784,none,2,0.22465753424657536,0.8872743862612288
seasonal,Study 5,Study 5.a,798,none,2,0.26301369863013696,0.9893663071779534
seasonal,Study 5,Study 5.a,813,none,2.142857142857143,0.3041095890410959,0.3976190230589698
seasonal,Study 5,Study 5.a,828,none,2.142857142857143,0.3452054794520548,1.307600226901518
seasonal,Study 5,Study 5.a,841,none,1.8571428571428572,0.3808219178082192,1.8052545246665648
seasonal,Study 5,Study 5.a,854,none,1.8571428571428572,0.4164383561643836,2.027193041340369
seasonal,Study 5,Study 5.a,868,none,2,0.4547945205479452,1.9929441022804986
seasonal,Study 5,Study 5.a,882,none,2,0.4931506849315068,2.746716184115382
seasonal,Study 5,Study 5.a,896,none,2,0.5315068493150685,2.4612123883510115
seasonal,Study 5,Study 5.a,910,none,2,0.5698630136986301,1.7022817405922555
seasonal,Study 5,Study 5.a,924,none,2,0.6082191780821918,3.065957184080998
seasonal,Study 5,Study 5.a,938,none,2,0.6465753424657534,2.8232039925547254
seasonal,Study 5,Study 5.a,952,none,2,0.684931506849315,3.0050545457459905
seasonal,Study 5,Study 5.a,966,none,2,0.7232876712328767,3.2332675904130688
seasonal,Study 5,Study 5.b,-489,none,0,0.7397260273972602,104.20432765121359
seasonal,Study 5,Study 5.b,-482,none,1,0.7589041095890411,206.26629792386225
seasonal,Study 5,Study 5.b,-474,none,1.1428571428571428,0.7808219178082192,187.45276162849473
seasonal,Study 5,Study 5.b,-469,none,0.7142857142857143,0.7945205479452054,191.29782775687576
seasonal,Study 5,Study 5.b,-462,none,1,0.8136986301369863,167.37924792290255
seasonal,Study 5,Study 5.b,-448,none,2,0.852054794520548,148.25754364811152
seasonal,Study 5,Study 5.b,-441,none,1,0.8712328767123287,161.63564430895576
seasonal,Study 5,Study 5.b,-434,none,1,0.8904109589041096,257.8222320884196
seasonal,Study 5,Study 5.b,-427,none,1,0.9095890410958904,134.21560082203595
seasonal,Study 5,Study 5.b,-420,none,1,0.9287671232876712,112.53199427490343
seasonal,Study 5,Study 5.b,-406,none,2,0.9671232876712328,239.04016198033779
seasonal,Study 5,Study 5.b,-391,none,2.142857142857143,0.00821917808219178,169.46305089719306
seasonal,Study 5,Study 5.b,-385,none,0.8571428571428571,0.02465753424657534,163.97704827383149
seasonal,Study 5,Study 5.b,-378,none,1,0.04383561643835616,192.80965205010702
seasonal,Study 5,Study 5.b,-371,none,1,0.06301369863013699,142.47644537635742
seasonal,Study 5,Study 5.b,-364,none,1,0.0821917808219178,283.3672861368225
seasonal,Study 5,Study 5.b,-356,none,1.1428571428571428,0.10410958904109588,137.8143917212773
seasonal,Study 5,Study 5.b,-350,none,0.8571428571428571,0.12054794520547946,99.3770449552373
seasonal,Study 5,Study 5.b,-343,none,1,0.13972602739726028,150.5903098367869
seasonal,Study 5,Study 5.b,-335,none,1.1428571428571428,0.16164383561643836,126.48194049188372
seasonal,Study 5,Study 5.b,-329,none,0.8571428571428571,0.1780821917808219,111.04551982404645
seasonal,Study 5,Study 5.b,-322,none,1,0.1972602739726027,93.09484785669034
seasonal,Study 5,Study 5.b,-314,none,1.1428571428571428,0.2191780821917808,113.68526099664896
seasonal,Study 5,Study 5.b,-308,none,0.8571428571428571,0.2356164383561644,45.23671305121705
seasonal,Study 5,Study 5.b,-301,none,1,0.2547945205479452,249.73283436741355
seasonal,Study 5,Study 5.b,-294,none,1,0.273972602739726,127.52747553999416
seasonal,Study 5,Study 5.b,-287,none,1,0.29315068493150687,228.0072081942458
seasonal,Study 5,Study 5.b,-280,none,1,0.31232876712328766,89.080277956869935
seasonal,Study 5,Study 5.b,-270,none,1.4285714285714286,0.33972602739726027,133.7982609684607
seasonal,Study 5,Study 5.b,-266,none,0.5714285714285714,0.3506849315068493,217.81172450865174
seasonal,Study 5,Study 5.b,-259,none,1,0.3698630136986301,167.35878825931496
seasonal,Study 5,Study 5.b,-252,none,1,0.38904109589041097,275.9256246063253
seasonal,Study 5,Study 5.b,-244,none,1.1428571428571428,0.410958904109589,252.90401491903157
seasonal,Study 5,Study 5.b,-237,none,1,0.4301369863013699,198.59384715011856
seasonal,Study 5,Study 5.b,-230,none,1,0.4493150684931506,252.2717581124416
seasonal,Study 5,Study 5.b,-224,none,0.8571428571428571,0.4657534246575342,769.6406212380589
seasonal,Study 5,Study 5.b,-217,none,1,0.4849315068493151,581.7396238006407
seasonal,Study 5,Study 5.b,-210,none,1,0.5041095890410959,378.2674225156019
seasonal,Study 5,Study 5.b,-203,none,1,0.5232876712328767,393.3215868090327
seasonal,Study 5,Study 5.b,-196,none,1,0.5424657534246575,304.5671447194895
seasonal,Study 5,Study 5.b,-189,none,1,0.5616438356164384,399.6970609154874
seasonal,Study 5,Study 5.b,-175,none,2,0.6,458.87902529663154
seasonal,Study 5,Study 5.b,-168,none,1,0.6191780821917808,372.5514392786493
seasonal,Study 5,Study 5.b,-161,none,1,0.6383561643835617,369.58446671552485
seasonal,Study 5,Study 5.b,-153,none,1.1428571428571428,0.6602739726027397,326.60579776781435
seasonal,Study 5,Study 5.b,-147,none,0.8571428571428571,0.6767123287671233,244.988072204956
seasonal,Study 5,Study 5.b,-140,none,1,0.6958904109589041,252.4444462083478
seasonal,Study 5,Study 5.b,-133,none,1,0.7150684931506849,268.06953603624476
seasonal,Study 5,Study 5.b,-126,none,1,0.7342465753424657,96.3077074423542
seasonal,Study 5,Study 5.b,-118,none,1.1428571428571428,0.7561643835616438,125.45497504514779
seasonal,Study 5,Study 5.b,-111,none,1,0.7753424657534247,262.7344529585508
seasonal,Study 5,Study 5.b,-105,none,0.8571428571428571,0.7917808219178082,201.99511193566755
seasonal,Study 5,Study 5.b,-97,none,1.1428571428571428,0.8136986301369863,114.38900781198053
seasonal,Study 5,Study 5.b,-90,none,1,0.8328767123287671,32.51765760574815
seasonal,Study 5,Study 5.b,-84,none,0.8571428571428571,0.8493150684931506,84.19127923112858
seasonal,Study 5,Study 5.b,-77,none,1,0.8684931506849315,79.67107631174414
seasonal,Study 5,Study 5.b,-70,none,1,0.8876712328767123,65.32591630105887
seasonal,Study 5,Study 5.b,-63,none,1,0.9068493150684932,81.98533992425598
seasonal,Study 5,Study 5.b,-56,none,1,0.926027397260274,79.75644666567668
seasonal,Study 5,Study 5.b,-42,none,2,0.9643835616438357,63.63649374541006
seasonal,Study 5,Study 5.b,-27,none,2.142857142857143,0.00547945205479452,117.13136206556874
seasonal,Study 5,Study 5.b,-20,none,1,0.02465753424657534,60.71455388469218
seasonal,Study 5,Study 5.b,-13,none,1,0.04383561643835616,61.95958148448365
seasonal,Study 5,Study 5.b,-6,none,1,0.06301369863013699,65.98785770461696
seasonal,Study 5,Study 5.b,0,none,0.8571428571428571,0.07945205479452055,36.41741040273556
seasonal,Study 5,Study 5.b,7,none,1,0.09863013698630135,47.3562516516177
seasonal,Study 5,Study 5.b,15,none,1.1428571428571428,0.12054794520547946,53.19098852277109
seasonal,Study 5,Study 5.b,21,none,0.8571428571428571,0.136986301369863,50.5387177266963
seasonal,Study 5,Study 5.b,29,none,1.1428571428571428,0.1589041095890411,39.87231925617259
seasonal,Study 5,Study 5.b,36,none,1,0.1780821917808219,38.65238854548277
seasonal,Study 5,Study 5.b,43,none,1,0.1972602739726027,30.962474139012205
seasonal,Study 5,Study 5.b,49,none,0.8571428571428571,0.2136986301369863,28.956132628899034
seasonal,Study 5,Study 5.b,56,none,1,0.2328767123287671,28.52538106226994
seasonal,Study 5,Study 5.b,63,none,1,0.25205479452054796,19.913664669479996
seasonal,Study 5,Study 5.b,70,none,1,0.27123287671232876,17.0182901645844
seasonal,Study 5,Study 5.b,78,none,1.1428571428571428,0.29315068493150687,37.13412421960459
seasonal,Study 5,Study 5.b,84,none,0.8571428571428571,0.3095890410958904,40.81680336253582
seasonal,Study 5,Study 5.b,91,none,1,0.3287671232876712,24.8760838974084
seasonal,Study 5,Study 5.b,98,none,1,0.34794520547945207,40.94276752243059
seasonal,Study 5,Study 5.b,106,none,1.1428571428571428,0.3698630136986301,35.585542589195335
seasonal,Study 5,Study 5.b,112,none,0.8571428571428571,0.3863013698630137,120.31639270675741
seasonal,Study 5,Study 5.b,120,none,1.1428571428571428,0.40821917808219177,54.614292847430605
seasonal,Study 5,Study 5.b,127,none,1,0.4273972602739726,47.98499581822516
seasonal,Study 5,Study 5.b,134,none,1,0.4465753424657534,62.91009236400451
seasonal,Study 5,Study 5.b,140,none,0.8571428571428571,0.46301369863013697,17.02169656068338
seasonal,Study 5,Study 5.b,148,none,1.1428571428571428,0.4849315068493151,83.90185591696714
seasonal,Study 5,Study 5.b,154,none,0.8571428571428571,0.5013698630136987,61.81263431898818
seasonal,Study 5,Study 5.b,161,none,1,0.5205479452054794,28.923318118666963
seasonal,Study 5,Study 5.b,168,none,1,0.5397260273972603,23.252472624610956
seasonal,Study 5,Study 5.b,175,none,1,0.5589041095890411,70.63638308262463
seasonal,Study 5,Study 5.b,182,none,1,0.5780821917808219,92.77457993855897
seasonal,Study 5,Study 5.b,190,none,1.1428571428571428,0.6,79.18715223996402
seasonal,Study 5,Study 5.b,196,none,0.8571428571428571,0.6164383561643836,110.95768838817574
seasonal,Study 5,Study 5.b,203,none,1,0.6356164383561644,127.634962311788
seasonal,Study 5,Study 5.b,210,none,1,0.6547945205479452,106.43471579816249
seasonal,Study 5,Study 5.b,217,none,1,0.673972602739726,91.59086583636818
seasonal,Study 5,Study 5.b,225,none,1.1428571428571428,0.6958904109589041,82.33162077693525
seasonal,Study 5,Study 5.b,231,none,0.8571428571428571,0.7123287671232876,92.1916307643192
seasonal,Study 5,Study 5.b,238,none,1,0.7315068493150685,59.34139293762405
seasonal,Study 5,Study 5.b,245,none,1,0.7506849315068493,57.00238838290435
seasonal,Study 5,Study 5.b,246,none,0.14285714285714285,0.7534246575342466,99.41988525283733
seasonal,Study 5,Study 5.b,247,none,0.14285714285714285,0.7561643835616438,77.07785696753496
seasonal,Study 5,Study 5.b,248,none,0.14285714285714285,0.7589041095890411,91.41151301457
seasonal,Study 5,Study 5.b,249,none,0.14285714285714285,0.7616438356164383,89.94672079155494
seasonal,Study 5,Study 5.b,251,none,0.2857142857142857,0.7671232876712328,95.4924659586059
seasonal,Study 5,Study 5.b,252,none,0.14285714285714285,0.7698630136986301,21.709847825282885
seasonal,Study 5,Study 5.b,260,none,1.1428571428571428,0.7917808219178082,50.16729246881386
seasonal,Study 5,Study 5.b,266,none,0.8571428571428571,0.8082191780821918,42.66891517002407
seasonal,Study 5,Study 5.b,274,none,1.1428571428571428,0.8301369863013699,74.17650495133829
seasonal,Study 5,Study 5.b,281,none,1,0.8493150684931506,84.87981105464361
seasonal,Study 5,Study 5.b,287,none,0.8571428571428571,0.8657534246575342,40.803691802085496
seasonal,Study 5,Study 5.b,295,none,1.1428571428571428,0.8876712328767123,37.68964959031353
seasonal,Study 5,Study 5.b,301,none,0.8571428571428571,0.9041095890410958,29.713688553067943
seasonal,Study 5,Study 5.b,309,none,1.1428571428571428,0.926027397260274,31.65132957288346
seasonal,Study 5,Study 5.b,322,none,1.8571428571428572,0.9616438356164384,30.778077684021344
seasonal,Study 5,Study 5.b,337,none,2.142857142857143,0.00273224043715847,25.39192068488234
seasonal,Study 5,Study 5.b,343,none,0.8571428571428571,0.01912568306010929,27.57589640152008
seasonal,Study 5,Study 5.b,351,none,1.1428571428571428,0.04098360655737704,37.35471348858794
seasonal,Study 5,Study 5.b,357,none,0.8571428571428571,0.05737704918032787,55.449942881218306
seasonal,Study 5,Study 5.b,365,none,1.1428571428571428,0.07923497267759563,168.50150670989208
seasonal,Study 5,Study 5.b,371,none,0.8571428571428571,0.09562841530054644,89.05666341371047
seasonal,Study 5,Study 5.b,378,none,1,0.11475409836065574,35.08727262239637
seasonal,Study 5,Study 5.b,385,none,1,0.13387978142076504,62.551691221528905
seasonal,Study 5,Study 5.b,392,none,1,0.15300546448087432,140.1504798097348
seasonal,Study 5,Study 5.b,406,none,2,0.1912568306010929,0.5303989291939033
seasonal,Study 5,Study 5.b,413,none,1,0.2103825136612022,11.918249400546127
seasonal,Study 5,Study 5.b,421,none,1.1428571428571428,0.23224043715846995,14.058199579754536
seasonal,Study 5,Study 5.b,428,none,1,0.25136612021857924,8.276468273594325
seasonal,Study 5,Study 5.b,435,none,1,0.27049180327868855,16.45975841735103
seasonal,Study 5,Study 5.b,442,none,1,0.2896174863387978,27.181358373109905
seasonal,Study 5,Study 5.b,449,none,1,0.3087431693989071,15.85021674291544
seasonal,Study 5,Study 5.b,455,none,0.8571428571428571,0.3251366120218579,21.331591347318295
seasonal,Study 5,Study 5.b,462,none,1,0.3442622950819672,22.4649113833677
seasonal,Study 5,Study 5.b,469,none,1,0.3633879781420765,20.451902793578082
seasonal,Study 5,Study 5.b,477,none,1.1428571428571428,0.38524590163934425,20.58344953257885
seasonal,Study 5,Study 5.b,483,none,0.8571428571428571,0.4016393442622951,31.71797806014126
seasonal,Study 5,Study 5.b,490,none,1,0.4207650273224044,21.421340763273133
seasonal,Study 5,Study 5.b,497,none,1,0.4398907103825137,20.538644329687585
seasonal,Study 5,Study 5.b,504,none,1,0.45901639344262296,30.899273149843935
seasonal,Study 5,Study 5.b,511,none,1,0.4781420765027322,36.367562852941596
seasonal,Study 5,Study 5.b,518,none,1,0.4972677595628415,28.708556262083015
